(91, 54)
(307, 342)
(291, 63)
(160, 143)
(491, 27)
(445, 201)
(10, 394)
(120, 355)
(238, 204)
(131, 143)
(223, 434)
(60, 87)
(491, 245)
(351, 239)
(221, 203)
(133, 72)
(14, 228)
(205, 54)
(378, 348)
(317, 145)
(41, 141)
(434, 328)
(414, 80)
(366, 89)
(166, 12)
(164, 197)
(105, 312)
(359, 216)
(35, 313)
(374, 472)
(344, 85)
(186, 387)
(339, 2)
(380, 357)
(205, 242)
(486, 203)
(385, 62)
(58, 52)
(318, 165)
(343, 119)
(450, 291)
(14, 278)
(229, 390)
(297, 31)
(493, 254)
(64, 421)
(139, 472)
(90, 191)
(474, 487)
(387, 70)
(77, 159)
(392, 396)
(498, 20)
(319, 236)
(450, 111)
(135, 199)
(183, 499)
(7, 371)
(303, 144)
(189, 200)
(43, 471)
(122, 155)
(479, 168)
(476, 359)
(166, 423)
(493, 382)
(12, 326)
(337, 318)
(23, 11)
(276, 350)
(109, 321)
(322, 496)
(187, 38)
(472, 281)
(366, 88)
(277, 271)
(164, 483)
(94, 171)
(123, 329)
(56, 70)
(100, 360)
(29, 78)
(292, 448)
(75, 194)
(137, 237)
(418, 181)
(303, 217)
(186, 256)
(329, 24)
(428, 421)
(231, 103)
(299, 214)
(108, 430)
(208, 234)
(100, 105)
(260, 337)
(435, 115)
(184, 466)
(277, 170)
(321, 491)
(36, 304)
(278, 475)
(354, 494)
(239, 297)
(52, 72)
(305, 267)
(26, 85)
(314, 339)
(75, 485)
(295, 103)
(135, 82)
(249, 102)
(371, 110)
(459, 133)
(351, 36)
(465, 233)
(431, 275)
(328, 140)
(451, 334)
(414, 132)
(106, 26)
(289, 484)
(141, 252)
(397, 387)
(401, 202)
(96, 343)
(127, 231)
(459, 29)
(155, 230)
(382, 194)
(295, 314)
(139, 9)
(221, 145)
(160, 281)
(355, 197)
(356, 458)
(291, 423)
(406, 364)
(456, 135)
(314, 181)
(80, 322)
(2, 31)
(246, 474)
(363, 70)
(320, 367)
(421, 164)
(120, 314)
(421, 395)
(392, 341)
(154, 484)
(409, 54)
(118, 152)
(59, 364)
(1, 35)
(15, 187)
(299, 339)
(297, 198)
(314, 445)
(437, 279)
(400, 234)
(408, 298)
(483, 493)
(349, 184)
(262, 297)
(159, 230)
(435, 208)
(342, 261)
(472, 397)
(132, 287)
(323, 124)
(229, 194)
(263, 60)
(125, 293)
(153, 218)
(198, 140)
(12, 18)
(88, 491)
(416, 104)
(398, 175)
(411, 496)
(382, 333)
(217, 162)
(486, 481)
(37, 476)
(37, 382)
(348, 152)
(403, 17)
(448, 443)
(497, 301)
(341, 118)
(382, 474)
(152, 403)
(325, 309)
(455, 59)
(38, 83)
(101, 244)
(179, 490)
(20, 12)
(400, 343)
(273, 99)
(307, 411)
(68, 463)
(71, 148)
(218, 258)
(431, 56)
(129, 389)
(430, 359)
(14, 218)
(295, 302)
(44, 112)
(175, 435)
(25, 442)
(133, 218)
(298, 250)
(320, 247)
(97, 127)
(321, 251)
(149, 256)
(49, 217)
(52, 6)
(10, 201)
(18, 424)
(310, 268)
(210, 153)
(271, 297)
(410, 87)
(12, 197)
(104, 73)
(160, 485)
(453, 54)
(73, 177)
(73, 167)
(493, 383)
(67, 292)
(495, 481)
(234, 235)
(181, 354)
(184, 279)
(451, 193)
(268, 341)
(430, 65)
(499, 327)
(55, 6)
(35, 30)
(267, 153)
(185, 185)
(400, 254)
(115, 489)
(430, 269)
(88, 474)
(337, 419)
(121, 404)
(100, 8)
(191, 137)
(208, 72)
(266, 391)
(94, 456)
(486, 323)
(476, 27)
(331, 105)
(302, 4)
(10, 96)
(209, 325)
(234, 104)
(140, 132)
(395, 214)
(9, 59)
(217, 214)
(106, 479)
(21, 314)
(40, 138)
(76, 182)
(327, 277)
(184, 402)
(457, 498)
(369, 273)
(11, 1)
(464, 37)
(38, 228)
(295, 89)
(51, 465)
(386, 124)
(49, 19)
(309, 442)
(491, 31)
(337, 73)
(277, 425)
(365, 67)
(206, 276)
(399, 18)
(130, 390)
(378, 147)
(498, 67)
(12, 92)
(455, 277)
(499, 224)
(361, 0)
(358, 202)
(221, 267)
(182, 359)
(455, 203)
(27, 165)
(162, 376)
(484, 136)
(244, 189)
(390, 146)
(493, 449)
(473, 124)
(150, 460)
(229, 55)
(113, 85)
(453, 44)
(261, 380)
(493, 253)
(196, 282)
(184, 440)
(296, 122)
(302, 372)
(271, 60)
(158, 173)
(24, 425)
(295, 428)
(303, 216)
(225, 156)
(390, 497)
(340, 301)
(317, 190)
(405, 404)
(88, 44)
(443, 366)
(36, 53)
(24, 287)
(147, 99)
(401, 167)
(484, 499)
(4, 319)
(153, 156)
(427, 40)
(399, 54)
(171, 6)
(119, 83)
(470, 418)
(358, 404)
(195, 148)
(2, 151)
(467, 394)
(138, 319)
(314, 348)
(255, 300)
(318, 3)
(156, 324)
(377, 61)
(325, 237)
(210, 422)
(428, 360)
(405, 117)
(176, 21)
(433, 157)
(45, 192)
(117, 175)
(266, 168)
(273, 234)
(368, 99)
(307, 181)
(90, 206)
(499, 290)
(62, 331)
(282, 333)
(475, 137)
(217, 476)
(376, 293)
(374, 129)
(222, 486)
(74, 432)
(330, 367)
(406, 151)
(199, 495)
(119, 462)
(233, 250)
(200, 207)
(4, 274)
(392, 29)
(322, 132)
(25, 90)
(286, 497)
(397, 307)
(226, 31)
(490, 280)
(391, 43)
(242, 379)
(325, 302)
(295, 82)
(214, 395)
(379, 254)
(442, 179)
(45, 37)
(254, 397)
(265, 425)
(8, 496)
(311, 194)
(222, 497)
(22, 54)
(60, 42)
(423, 394)
(115, 156)
(330, 81)
(125, 207)
(265, 363)
(243, 413)
(254, 445)
(17, 326)
(255, 473)
(289, 357)
(70, 143)
(387, 366)
(115, 427)
(490, 484)
(13, 241)
(132, 41)
(387, 36)
(345, 58)
(264, 324)
(152, 8)
(186, 92)
(203, 93)
(233, 340)
(21, 362)
(134, 91)
(136, 376)
(481, 216)
(446, 183)
(152, 380)
(118, 178)
(144, 397)
(1, 345)
(246, 349)
(52, 13)
(411, 286)
(134, 355)
(172, 258)
(218, 398)
(351, 170)
(142, 350)
(43, 216)
(131, 315)
(469, 416)
(299, 262)
(0, 272)
(186, 162)
(368, 193)
(321, 241)
(369, 441)
(246, 23)
(388, 457)
(496, 22)
(443, 98)
(98, 392)
(461, 227)
(320, 337)
(201, 195)
(485, 223)
(133, 302)
(387, 311)
(159, 169)
(174, 67)
(162, 135)
(41, 138)
(34, 101)
(467, 200)
(171, 358)
(31, 488)
(258, 285)
(224, 13)
(387, 6)
(288, 260)
(490, 40)
(404, 14)
(245, 207)
(129, 472)
(483, 120)
(136, 6)
(45, 65)
(202, 410)
(425, 366)
(68, 333)
(273, 403)
(485, 117)
(236, 463)
(421, 242)
(189, 340)
(84, 479)
(127, 374)
(145, 173)
(490, 249)
(24, 434)
(79, 244)
(250, 83)
(392, 363)
(112, 35)
(425, 137)
(196, 108)
(79, 365)
(173, 410)
(191, 221)
(255, 293)
(202, 424)
(420, 299)
(483, 495)
(220, 131)
(220, 224)
(378, 453)
(59, 480)
(313, 182)
(486, 421)
(239, 136)
(493, 479)
(364, 242)
(96, 137)
(258, 499)
(432, 377)
(124, 484)
(435, 229)
(421, 45)
(66, 65)
(166, 490)
(154, 253)
(491, 363)
(426, 139)
(423, 482)
(83, 18)
(244, 196)
(308, 467)
(370, 181)
(12, 383)
(373, 105)
(40, 269)
(284, 472)
(232, 439)
(164, 400)
(262, 204)
(386, 209)
(29, 214)
(254, 310)
(399, 308)
(328, 484)
(49, 68)
(222, 292)
(449, 436)
(241, 320)
(356, 276)
(7, 194)
(382, 450)
(389, 208)
(225, 304)
(280, 494)
(419, 492)
(186, 363)
(94, 68)
(327, 476)
(278, 222)
(76, 311)
(415, 235)
(73, 386)
(196, 338)
(43, 104)
(281, 406)
(402, 297)
(471, 167)
(287, 2)
(434, 327)
(486, 161)
(273, 296)
(134, 358)
(447, 283)
(327, 401)
(102, 313)
(487, 49)
(314, 70)
(195, 34)
(89, 132)
(97, 83)
(370, 265)
(424, 325)
(349, 176)
(12, 93)
(355, 488)
(427, 146)
(430, 358)
(349, 282)
(296, 34)
(425, 401)
(411, 311)
(338, 171)
(376, 215)
(43, 461)
(80, 343)
(232, 199)
(91, 474)
(399, 341)
(327, 144)
(251, 37)
(198, 238)
(189, 183)
(411, 84)
(27, 345)
(49, 212)
(438, 273)
(288, 435)
(87, 415)
(185, 464)
(199, 212)
(296, 323)
(373, 94)
(91, 66)
(388, 240)
(9, 411)
(35, 361)
(48, 105)
(48, 448)
(234, 19)
(120, 372)
(321, 269)
(192, 295)
(350, 22)
(124, 473)
(133, 374)
(234, 94)
(32, 99)
(152, 479)
(358, 395)
(470, 277)
(391, 68)
(442, 423)
(88, 250)
(247, 223)
(322, 163)
(135, 58)
(463, 180)
(150, 172)
(325, 452)
(495, 341)
(53, 319)
(246, 344)
(167, 331)
(60, 393)
(432, 254)
(299, 51)
(361, 407)
(439, 354)
(27, 425)
(400, 33)
(465, 488)
(95, 203)
(340, 134)
(399, 196)
(192, 186)
(119, 17)
(209, 85)
(325, 308)
(313, 371)
(56, 245)
(146, 252)
(190, 62)
(234, 410)
(79, 431)
(32, 217)
(475, 415)
(418, 185)
(89, 203)
(229, 421)
(385, 433)
(445, 109)
(3, 6)
(296, 377)
(344, 104)
(175, 164)
(328, 482)
(14, 364)
(279, 219)
(290, 354)
(355, 262)
(15, 278)
(494, 53)
(376, 150)
(110, 159)
(172, 483)
(350, 76)
(482, 351)
(45, 428)
(470, 366)
(95, 78)
(377, 263)
(355, 8)
(228, 19)
(337, 140)
(233, 408)
(123, 395)
(258, 387)
(281, 222)
(369, 320)
(177, 423)
(291, 234)
(101, 122)
(26, 407)
(305, 478)
(496, 475)
(246, 146)
(444, 428)
(427, 54)
(213, 342)
(406, 499)
(324, 18)
(369, 300)
(48, 152)
(472, 384)
(306, 400)
(390, 34)
(180, 279)
(342, 7)
(129, 355)
(85, 330)
(34, 341)
(78, 274)
(287, 290)
(211, 281)
(411, 94)
(239, 242)
(124, 363)
(316, 120)
(197, 437)
(38, 376)
(313, 147)
(460, 153)
(196, 435)
(89, 115)
(30, 208)
(253, 322)
(437, 219)
(275, 472)
(137, 482)
(154, 227)
(384, 10)
(184, 431)
(301, 444)
(117, 384)
(173, 249)
(285, 86)
(157, 432)
(79, 34)
(382, 386)
(353, 237)
(87, 179)
(339, 396)
(456, 94)
(226, 281)
(127, 56)
(140, 276)
(161, 265)
(303, 163)
(429, 301)
(342, 320)
(237, 207)
(119, 24)
(460, 425)
(217, 317)
(381, 416)
(237, 35)
(318, 134)
(462, 332)
(146, 373)
(455, 381)
(196, 82)
(216, 174)
(148, 463)
(137, 346)
(185, 295)
(18, 60)
(124, 303)
(269, 88)
(10, 223)
(245, 253)
(227, 142)
(373, 357)
(275, 178)
(274, 325)
(471, 398)
(436, 92)
(240, 393)
(320, 161)
(361, 7)
(449, 497)
(85, 152)
(139, 446)
(199, 403)
(196, 192)
(276, 190)
(5, 359)
(177, 3)
(128, 344)
(246, 175)
(246, 224)
(19, 211)
(433, 171)
(442, 238)
(328, 12)
(80, 334)
(270, 119)
(476, 411)
(363, 106)
(484, 413)
(254, 260)
(2, 300)
(201, 237)
(45, 481)
(130, 278)
(51, 376)
(487, 487)
(227, 183)
(360, 6)
(190, 247)
(109, 374)
(438, 249)
(94, 381)
(234, 8)
(348, 408)
(418, 78)
(293, 343)
(131, 30)
(267, 376)
(79, 4)
(266, 118)
(445, 458)
(127, 151)
(261, 450)
(70, 300)
(46, 51)
(215, 143)
(325, 374)
(67, 424)
(131, 486)
(231, 461)
(93, 378)
(80, 439)
(372, 76)
(134, 154)
(61, 252)
(278, 365)
(300, 348)
(161, 186)
(80, 292)
(353, 413)
(104, 110)
(260, 161)
(245, 439)
(21, 261)
(31, 220)
(370, 312)
(479, 204)
(106, 198)
(258, 40)
(369, 474)
(53, 322)
(465, 237)
(361, 248)
(490, 8)
(306, 14)
(98, 69)
(115, 385)
(294, 369)
(225, 146)
(410, 181)
(483, 48)
(150, 319)
(448, 312)
(102, 72)
(421, 311)
(440, 401)
(446, 166)
(75, 52)
(444, 54)
(47, 328)
(423, 398)
(197, 206)
(40, 268)
(45, 405)
(466, 369)
(7, 196)
(45, 209)
(203, 77)
(132, 449)
(288, 376)
(41, 357)
(494, 54)
(26, 271)
(325, 284)
(69, 491)
(213, 112)
(265, 200)
(80, 137)
(168, 254)
(454, 134)
(201, 23)
(441, 306)
(241, 89)
(325, 349)
(409, 306)
(205, 367)
(346, 395)
(73, 89)
(135, 129)
(95, 272)
